level_id,poem_id,q_sign,a_sign1,a_sign2,a_sign3,a_sign4
273,273,273004,273004,138006,255005,776003
273,273,273005,273005,687001,620000,630005
273,273,273005,144005,610003,136006,273005
273,273,273005,307000,273005,642005,613000
273,273,273005,273005,366003,659001,749000
273,273,273005,273005,267000,619002,159005
273,273,273005,761005,646006,273006,273005
273,273,273005,401002,782003,273005,316001
273,273,273005,376000,273005,637006,300003
273,273,273005,626001,273005,646005,647001
273,273,273005,20003,295004,783008,273005
273,273,273006,368002,748005,759005,273006
273,273,273006,782006,273006,358000,748007
273,273,273006,19003,273006,750007,133001
273,273,273006,319002,81005,280004,273006
273,273,273006,385001,313007,273006,284006
273,273,273006,251004,273006,632007,372000
273,273,273006,759003,282005,318009,273006
273,273,273006,273006,643001,85003,222001
273,273,273006,374000,83003,293007,273006
273,273,273006,754004,749002,261004,273006
273,273,273007,265004,273007,89004,643004
273,273,273007,305006,88005,273007,303001
273,273,273007,694002,273007,645001,367003
273,273,273007,265002,274006,273007,89000
273,273,273007,273007,205002,221002,276005
273,273,273007,214000,273007,212003,135000
273,273,273007,273007,770006,147000,769000
273,273,273007,273007,781009,402002,288004
273,273,273007,666003,763005,205005,273007
273,273,273007,639004,85005,658002,273007
274,274,274000,274000,639007,284000,177001
274,274,274000,404002,274000,137000,781001
274,274,274000,274000,510004,639000,163002
274,274,274000,205003,274000,277007,641006
274,274,274000,225003,274000,130000,398001
274,274,274000,645006,274000,386003,89002
274,274,274000,203005,403003,134007,274000
274,274,274000,379000,274000,270006,666007
274,274,274000,227003,318008,205000,274000
274,274,274000,173001,633002,274000,262004
274,274,274001,229001,110000,274001,280002
274,274,274001,301007,664005,274001,83007
274,274,274001,320008,274001,780005,644004
274,274,274001,274001,160001,630004,771007
274,274,274001,647004,619000,274001,80004
274,274,274001,319005,627001,660006,274001
274,274,274001,279001,274001,165001,252003
274,274,274001,274001,359000,276007,621001
274,274,274001,769003,83000,94002,274001
274,274,274001,280004,274001,260004,142007
274,274,274002,176000,302000,259007,274002
274,274,274002,147004,274002,619003,315001
274,274,274002,295000,274002,253004,285003
274,274,274002,274002,210005,315000,289003
274,274,274002,303003,633001,274002,159003
274,274,274002,769000,141003,274002,769002
274,274,274002,274002,133000,767002,776007
274,274,274002,274002,167003,782000,266002
274,274,274002,295007,274002,287006,264002
274,274,274002,274002,91002,227003,626006
274,274,274003,299005,264004,250000,274003
274,274,274003,274003,165001,668007,291005
274,274,274003,274003,132003,261004,630004
274,274,274003,269004,274003,781002,228002
274,274,274003,274003,417004,629000,226002
274,274,274003,274003,758006,636005,689002
274,274,274003,315000,274003,160003,755001
274,274,274003,274003,261007,292000,400002
274,274,274003,274003,131006,638001,293005
274,274,274003,691000,638000,274003,646002
274,274,274004,274004,297006,296007,758005
274,274,274004,382001,274004,662004,402001
274,274,274004,253006,261003,274004,765001
274,274,274004,298006,256006,267002,274004
274,274,274004,287005,766003,274004,303004
274,274,274004,622005,274004,129002,747001
274,274,274004,271002,631000,294006,274004
274,274,274004,268007,146002,274004,657004
274,274,274004,358002,274004,84000,630007
274,274,274004,274004,303002,147006,374002
274,274,274005,274005,626007,89002,750001
274,274,274005,274005,136002,693003,318009
274,274,274005,273005,264007,274005,131006
274,274,274005,88006,631006,622004,274005
274,274,274005,762002,658007,250002,274005
274,274,274005,274005,138001,227000,287004
274,274,274005,227002,274005,275007,395003
274,274,274005,212002,15003,274005,750003
274,274,274005,274005,768007,408003,688002
274,274,274005,132005,165001,274005,134000
274,274,274006,298000,622006,108002,274006
274,274,274006,203005,274006,280001,276007
274,274,274006,274006,358002,660005,620001
274,274,274006,132007,642005,658002,274006
274,274,274006,274006,363003,747006,363001
274,274,274006,390001,274006,292002,641006
274,274,274006,142005,81002,647006,274006
274,274,274006,274006,627002,213006,206007
274,274,274006,632004,274006,96002,293003
274,274,274006,381002,261002,274006,283002
274,274,274007,256006,766000,270005,274007
274,274,274007,364000,205002,274007,108007
274,274,274007,662005,142006,667001,274007
274,274,274007,207004,647006,274007,658002
274,274,274007,315001,694003,274007,320005
274,274,274007,274007,19003,359002,411003
274,274,274007,274007,780007,174001,131001
274,274,274007,379001,274007,619000,781004
274,274,274007,274007,301002,164003,96002
274,274,274007,286003,204006,274007,296001
275,275,275000,203005,289002,275000,371003
275,275,275000,625005,208003,275000,360002
275,275,275000,275000,770007,145007,780003
275,275,275000,275000,319001,748002,288004
275,275,275000,145004,747003,281006,275000
275,275,275000,275000,754005,384002,262003
275,275,275000,204006,307006,275000,668006
275,275,275000,275000,21001,385001,781007
275,275,275000,395002,110000,275000,756002
275,275,275000,168000,275000,401001,618007
275,275,275001,142003,275001,617007,372001
275,275,275001,203001,275001,130003,755005
275,275,275001,275001,398003,146006,399001
275,275,275001,10003,610004,206000,275001
275,275,275001,375000,111001,275001,412000
275,275,275001,275001,208001,264005,258002
275,275,275001,139001,275001,137001,809001
275,275,275001,88000,275001,133005,288007
275,275,275001,693001,313007,275001,688001
275,275,275001,9000,764004,283000,275001
275,275,275002,765002,275002,19000,762001
275,275,275002,275002,658006,356003,256005
275,275,275002,206006,627006,692002,275002
275,275,275002,275002,648002,617004,769000
275,275,275002,258006,633007,275002,760005
275,275,275002,91005,259000,621005,275002
275,275,275002,159005,751005,275002,374000
275,275,275002,299005,275002,278003,213004
275,275,275002,212005,275002,386003,292006
275,275,275002,212000,657003,139006,275002
275,275,275003,783006,275003,617002,158000
275,275,275003,168000,290003,636002,275003
275,275,275003,275003,781002,138002,376003
275,275,275003,13001,312005,776007,275003
275,275,275003,626002,81003,275003,373003
275,275,275003,251001,275003,747000,256006
275,275,275003,275003,256004,288004,809002
275,275,275003,746000,2001,275003,301001
275,275,275003,364000,2000,80005,275003
275,275,275003,160004,617006,624002,275003
275,275,275004,275004,313007,770005,771004
275,275,275004,275004,85006,784005,666008
275,275,275004,264001,147003,275004,668004
275,275,275004,94000,253002,158000,275004
275,275,275004,640006,159003,750005,275004
275,275,275004,617000,275004,320001,382002
275,275,275004,767000,649005,307007,275004
275,275,275004,131003,275004,175001,751001
275,275,275004,275004,370002,395002,760000
275,275,275004,5001,768002,256007,275004
275,275,275005,275005,617007,760004,261007
275,275,275005,229001,275005,272005,634001
275,275,275005,757004,809006,749004,275005
275,275,275005,318008,303002,202003,275005
275,275,275005,229002,275005,135000,214003
275,275,275005,769002,275005,308002,6003
275,275,275005,163000,137006,89009,275005
275,275,275005,307000,111003,750001,275005
275,275,275005,747007,376002,304001,275005
275,275,275005,275005,213003,311005,224002
275,275,275006,662005,275006,6003,613001
275,275,275006,292007,659003,275006,294000
275,275,275006,758004,780009,755006,275006
275,275,275006,257002,209005,367003,275006
275,275,275006,138007,9001,359000,275006
275,275,275006,284000,646000,275006,131002
275,275,275006,275006,768006,617007,313007
275,275,275006,657003,265007,390003,275006
275,275,275006,171002,275006,406003,751003
275,275,275006,6001,169000,275006,621001
275,275,275007,407003,159002,86004,275007
275,275,275007,255004,258007,305005,275007
275,275,275007,646000,634000,275007,633005
275,275,275007,138002,275007,207000,372000
275,275,275007,279003,258005,755001,275007
275,275,275007,266002,277003,613003,275007
275,275,275007,275007,645004,755006,204001
275,275,275007,315007,628001,275007,666004
275,275,275007,374001,275007,252000,389000
275,275,275007,782007,642000,11001,275007
276,276,276000,82007,276000,649008,752006
276,276,276000,640006,276000,315000,294007
276,276,276000,630002,276000,744001,142001
276,276,276000,259001,160002,307005,276000
276,276,276000,303007,18002,276000,227003
276,276,276000,766003,211001,276000,289000
276,276,276000,659000,260001,276000,760000
276,276,276000,6003,276000,170002,356001
276,276,276000,276000,160005,17002,749006
276,276,276000,641001,636005,291004,276000
276,276,276001,202002,276001,91007,308005
276,276,276001,409002,748007,276001,265001
276,276,276001,390001,276001,755006,283001
276,276,276001,252000,822003,276001,135005
276,276,276001,276001,178001,145000,164002
276,276,276001,366000,276001,642000,7000
276,276,276001,276001,94003,393001,282001
276,276,276001,751002,84004,768003,276001
276,276,276001,276001,646007,211006,634004
276,276,276001,689002,395002,754007,276001
276,276,276002,363000,276002,258002,280001
276,276,276002,276002,83005,668001,318008
276,276,276002,406000,363000,276002,206003
276,276,276002,761005,276002,308001,407001
276,276,276002,772006,276002,276004,781001
276,276,276002,276002,94000,758005,140000
276,276,276002,393002,259004,276002,108007
276,276,276002,85002,276002,255007,320001
276,276,276002,261005,757003,276002,158007
276,276,276002,291007,228002,276002,108002
276,276,276003,276003,642001,404002,259006
276,276,276003,649005,393001,276003,634006
276,276,276003,276003,313006,763005,780005
276,276,276003,131002,627000,318006,276003
276,276,276003,277004,390000,276003,146006
276,276,276003,402000,279001,276003,133004
276,276,276003,312006,630004,175003,276003
276,276,276003,250001,619005,276003,282001
276,276,276003,658004,639000,634006,276003
276,276,276003,319007,276003,3000,374001
276,276,276004,296007,162002,268003,276004
276,276,276004,276004,619007,622001,279002
276,276,276004,108007,633007,276004,228001
276,276,276004,276004,310001,626000,22000
276,276,276004,276004,259001,296005,226003
276,276,276004,272002,276004,288002,627000
276,276,276004,81004,276004,410001,360000
276,276,276004,158006,158003,400000,276004
276,276,276004,276004,303005,223000,389003
276,276,276004,272005,87005,276004,393002
276,276,276005,144003,314006,259007,276005
276,276,276005,111003,276005,636005,637000
276,276,276005,770002,276005,360002,147004
276,276,276005,299006,276005,379002,767005
276,276,276005,203002,629004,91006,276005
276,276,276005,276005,357003,86005,262007
276,276,276005,259005,288001,276005,386001
276,276,276005,265005,276005,213002,645006
276,276,276005,403001,694003,276005,138000
276,276,276005,371002,696003,276005,273005
276,276,276006,276006,395002,142002,277006
276,276,276006,276006,697000,168003,318000
276,276,276006,286002,693000,368003,276006
276,276,276006,108002,276006,144001,280006
276,276,276006,304004,363002,260002,276006
276,276,276006,404000,779000,276006,393002
276,276,276006,163001,276006,617002,360002
276,276,276006,260005,782008,130002,276006
276,276,276006,775003,276006,405000,318009
276,276,276006,276006,15003,211003,381002
276,276,276007,276007,273006,212004,147007
276,276,276007,276007,362000,9002,309004
276,276,276007,768005,85000,261006,276007
276,276,276007,276007,376001,362003,212004
276,276,276007,138005,763006,147003,276007
276,276,276007,88000,281005,776006,276007
276,276,276007,85003,276007,748007,370000
276,276,276007,20003,276007,749001,19001
276,276,276007,632002,276007,288004,781009
276,276,276007,639007,276007,304006,204004
277,277,277000,207005,272001,277000,167001
277,277,277000,766002,262004,277000,688003
277,277,277000,277000,778003,631002,410001
277,277,277000,299006,291006,255000,277000
277,277,277000,377002,758005,357002,277000
277,277,277000,89005,277000,3003,778007
277,277,277000,775008,277000,316004,4002
277,277,277000,203003,87005,303003,277000
277,277,277000,277000,312006,281006,782004
277,277,277000,81006,134001,647000,277000
277,277,277001,646004,90004,277001,221001
277,277,277001,266007,627005,267002,277001
277,277,277001,625004,277001,133007,779004
277,277,277001,83004,647005,277001,254002
277,277,277001,277001,3002,279003,752002
277,277,277001,277001,141006,270007,319004
277,277,277001,295005,209002,222001,277001
277,277,277001,278000,646001,637002,277001
277,277,277001,277001,82004,407000,305005
277,277,277001,277001,308003,397003,287000
277,277,277002,174002,272006,277002,82005
277,277,277002,277002,90005,3000,80003
277,277,277002,634004,277002,272006,146006
277,277,277002,293004,754006,134002,277002
277,277,277002,660001,310004,272001,277002
277,277,277002,626003,750001,142007,277002
277,277,277002,760005,369003,110000,277002
277,277,277002,214007,628005,405003,277002
277,277,277002,277002,266001,222000,144001
277,277,277002,366000,277002,229000,131003
277,277,277003,163001,767003,277003,759002
277,277,277003,318007,777002,213005,277003
277,277,277003,277003,212007,83000,278004
277,277,277003,277003,634007,771004,221003
277,277,277003,277003,694000,751003,636004
277,277,277003,254002,657003,277003,631006
277,277,277003,315001,394002,277003,312001
277,277,277003,277003,132003,262001,315000
277,277,277003,319005,277003,784006,281002
277,277,277003,135005,277003,276006,365001
277,277,277004,255007,633001,85002,277004
277,277,277004,176002,618005,757005,277004
277,277,277004,277004,776003,82001,645003
277,277,277004,91003,637001,202002,277004
277,277,277004,264001,277004,771007,320006
277,277,277004,277004,778001,754000,304005
277,277,277004,162002,293004,634003,277004
277,277,277004,3001,277004,759005,222000
277,277,277004,277004,85000,288006,133003
277,277,277004,277004,770002,285003,84004
277,277,277005,632004,292003,277005,775009
277,277,277005,94000,280007,778005,277005
277,277,277005,360003,666005,277005,180001
277,277,277005,222001,277005,280003,661007
277,277,277005,634002,138001,749005,277005
277,277,277005,250002,277005,649007,285005
277,277,277005,277005,211007,204007,137002
277,277,277005,403000,277005,205007,401003
277,277,277005,140003,176002,658006,277005
277,277,277005,770003,277005,134005,312001
277,277,277006,135003,277006,313005,205003
277,277,277006,610005,357002,162000,277006
277,277,277006,632003,694000,277006,91005
277,277,277006,277006,274007,624002,211000
277,277,277006,764003,320007,266000,277006
277,277,277006,271000,277006,360003,140006
277,277,277006,174000,277006,20001,373002
277,277,277006,754000,277006,784000,630002
277,277,277006,622000,277006,163001,371000
277,277,277006,277006,16002,645003,95002
277,277,277007,204005,277007,635004,226001
277,277,277007,145003,277007,809000,110000
277,277,277007,213002,370003,212006,277007
277,277,277007,370003,369002,277007,658003
277,277,277007,304005,772001,623002,277007
277,277,277007,395000,776005,265000,277007
277,277,277007,277007,298000,261002,809001
277,277,277007,277007,257003,641002,7000
277,277,277007,142005,277007,372001,370003
277,277,277007,277007,15000,396001,285001
278,278,278000,296004,147003,278000,768000
278,278,278000,691000,278000,374002,142006
278,278,278000,282005,662006,285000,278000
278,278,278000,142006,277002,631005,278000
278,278,278000,299001,303004,773002,278000
278,278,278000,382002,278000,136005,375003
278,278,278000,656006,637000,278000,259001
278,278,278000,13003,86007,278000,295002
278,278,278000,771006,141001,278000,657007
278,278,278000,278000,295006,320002,210006
278,278,278001,208002,229003,278001,201001
278,278,278001,82006,278001,615000,382001
278,278,278001,763000,278001,268005,643005
278,278,278001,665005,278001,640007,645007
278,278,278001,762000,777002,278001,303007
278,278,278001,278001,23002,205000,251000
278,278,278001,278001,206005,274002,147007
278,278,278001,84003,206000,271000,278001
278,278,278001,278001,781001,131000,624007
278,278,278001,278001,765002,753005,207006
278,278,278002,251001,210000,85007,278002
278,278,278002,610002,278002,364003,213000
278,278,278002,783004,278002,646004,134006
278,278,278002,278002,252002,214000,312007
278,278,278002,290001,278002,137007,273003
278,278,278002,145004,628000,283000,278002
278,278,278002,278002,266003,640007,753005
278,278,278002,748002,754000,278002,87007
278,278,278002,408000,647002,89004,278002
278,278,278002,278002,272003,252000,295002
278,278,278003,392000,278003,175001,203004
278,278,278003,278003,130005,781001,395003
278,278,278003,251004,278003,784001,275005
278,278,278003,778004,759007,359000,278003
278,278,278003,287003,278003,258003,262004
278,278,278003,86007,320007,278003,6000
278,278,278003,158002,278003,160006,158000
278,278,278003,15000,289003,278003,180001
278,278,278003,744005,278003,213004,376001
278,278,278003,303000,278003,777002,284005
278,278,278004,647002,755002,306003,278004
278,278,278004,370000,278004,400002,301003
278,278,278004,163000,278004,638004,627002
278,278,278004,278004,358002,356001,270002
278,278,278004,211007,264006,278004,633007
278,278,278004,309001,319006,204000,278004
278,278,278004,315002,278004,266003,399001
278,278,278004,278004,173001,636000,378001
278,278,278004,291002,278004,158007,264001
278,278,278004,278004,659007,275000,632006
278,278,278005,303000,648000,618002,278005
278,278,278005,253007,278005,86000,403002
278,278,278005,613002,282002,278005,782006
278,278,278005,278005,273006,390003,277003
278,278,278005,278005,211004,693001,355002
278,278,278005,9003,691002,280007,278005
278,278,278005,753000,278005,294006,306000
278,278,278005,387000,278005,275003,139007
278,278,278005,294000,629000,296006,278005
278,278,278005,746003,287003,278005,142000
278,278,278006,263001,625003,278006,619004
278,278,278006,278006,689002,17000,772001
278,278,278006,278006,751000,137004,654002
278,278,278006,643001,84001,278006,648002
278,278,278006,371001,751001,769007,278006
278,278,278006,620004,765007,278006,136001
278,278,278006,761001,288007,760001,278006
278,278,278006,748002,176001,298002,278006
278,278,278006,278006,85006,625003,296000
278,278,278006,637005,204004,752003,278006
278,278,278007,630005,278007,159007,692003
278,278,278007,211006,300002,755004,278007
278,278,278007,758002,385003,278007,753004
278,278,278007,201004,278007,276002,82001
278,278,278007,95003,692003,307007,278007
278,278,278007,635000,750001,271001,278007
278,278,278007,141006,776006,278007,761005
278,278,278007,3003,278007,643006,688001
278,278,278007,412001,277001,278007,306000
278,278,278007,278007,664005,133004,746006
279,279,279000,87003,279000,280004,135002
279,279,279000,632004,775009,279000,164003
279,279,279000,643006,311000,279000,368000
279,279,279000,171001,694001,279000,285007
279,279,279000,372003,279000,374003,310000
279,279,279000,139004,212006,313006,279000
279,279,279000,291001,365003,279000,407003
279,279,279000,279000,760003,311003,758007
279,279,279000,222001,279000,757001,409002
279,279,279000,279000,89007,752000,94002
279,279,279001,783003,298002,279001,213006
279,279,279001,781006,279001,88006,760007
279,279,279001,310002,626002,90004,279001
279,279,279001,320008,784001,279001,646005
279,279,279001,279001,398002,694001,379003
279,279,279001,276007,307007,635004,279001
279,279,279001,377000,279001,209007,618000
279,279,279001,318004,285006,279001,175000
279,279,279001,171003,279001,253002,227001
279,279,279001,279001,252005,82000,177002
279,279,279002,753004,385002,782006,279002
279,279,279002,639004,279002,384000,410002
279,279,279002,279002,783002,761001,614000
279,279,279002,623006,133002,279002,387002
279,279,279002,769006,285004,259005,279002
279,279,279002,402001,752001,279002,303007
279,279,279002,386000,147009,745003,279002
279,279,279002,693003,694000,279002,400001
279,279,279002,311004,208007,279002,207007
279,279,279002,279002,172000,772000,177000
279,279,279003,147009,662000,275004,279003
279,279,279003,761007,279003,136002,259006
279,279,279003,319007,279003,822002,386001
279,279,279003,279003,620006,626003,228002
279,279,279003,783008,279003,130002,295006
279,279,279003,279003,412000,274007,133004
279,279,279003,134001,282000,746005,279003
279,279,279003,279003,293005,781004,16000
279,279,279003,822003,279003,750004,178000
279,279,279003,309000,625005,279003,647007
279,279,279004,292003,285004,279004,90005
279,279,279004,279004,132001,643005,365003
279,279,279004,633005,279004,296007,89001
279,279,279004,771007,290007,279004,25001
279,279,279004,412000,9000,91001,279004
279,279,279004,274003,172000,20002,279004
279,279,279004,254003,250001,301005,279004
279,279,279004,279004,299000,108004,745007
279,279,279004,392003,279004,822000,809011
279,279,279004,212003,369001,96000,279004
279,279,279005,204007,204002,279005,361003
279,279,279005,279005,392000,660006,229000
279,279,279005,179002,279005,758007,251000
279,279,279005,279005,753002,202004,296001
279,279,279005,641005,279005,8002,404003
279,279,279005,279005,662001,208004,657006
279,279,279005,668003,279005,315002,207004
279,279,279005,110001,279005,306001,640006
279,279,279005,279005,772004,777003,296004
279,279,279005,166001,769001,298000,279005
279,279,279006,400001,777003,633002,279006
279,279,279006,251003,664007,298000,279006
279,279,279006,225000,622002,279006,691002
279,279,279006,762006,202000,279006,304002
279,279,279006,281005,13001,200001,279006
279,279,279006,251004,279006,202002,206003
279,279,279006,142000,279006,87005,308003
279,279,279006,279006,782001,380003,137003
279,279,279006,756006,279006,5001,744004
279,279,279006,211001,399003,279006,746006
279,279,279007,301006,6000,279007,203003
279,279,279007,172000,289004,279007,223002
279,279,279007,635003,279007,367002,318008
279,279,279007,751002,180001,6001,279007
279,279,279007,750003,612004,291000,279007
279,279,279007,279007,213003,779000,139005
279,279,279007,664000,316002,301000,279007
279,279,279007,395003,279007,260001,213004
279,279,279007,279007,110001,267004,668003
279,279,279007,279007,226003,656004,283001
280,280,280000,632006,280000,695000,775007
280,280,280000,642003,159003,280000,628001
280,280,280000,302001,308005,654009,280000
280,280,280000,627000,612002,280000,393003
280,280,280000,361001,280000,211007,305005
280,280,280000,641001,140006,666003,280000
280,280,280000,287002,273007,280000,315004
280,280,280000,261005,142007,174002,280000
280,280,280000,280000,766005,319009,658005
280,280,280000,89008,280000,268003,751005
280,280,280001,280001,781009,131002,299004
280,280,280001,618003,280001,140005,318006
280,280,280001,225001,275001,280001,657003
280,280,280001,166000,768005,295007,280001
280,280,280001,770005,296004,280001,159001
280,280,280001,252000,280001,775008,256004
280,280,280001,754001,280001,643001,753005
280,280,280001,91009,16000,280001,693001
280,280,280001,280001,371001,139003,136000
280,280,280001,280001,410001,646005,278006
280,280,280002,280002,637007,320008,272001
280,280,280002,280002,614000,647005,22003
280,280,280002,370003,280002,279006,397002
280,280,280002,166002,296001,18000,280002
280,280,280002,82002,641000,280002,89005
280,280,280002,229001,132000,268006,280002
280,280,280002,280002,210007,613006,141002
280,280,280002,290001,369001,357002,280002
280,280,280002,396002,87005,280002,255002
280,280,280002,364002,207001,280002,315000
280,280,280003,285000,314003,660001,280003
280,280,280003,8002,280003,299003,129006
280,280,280003,280003,19002,746007,276006
280,280,280003,280003,411001,639001,166000
280,280,280003,139003,753000,132001,280003
280,280,280003,280003,83001,95000,310004
280,280,280003,23003,406000,280003,625006
280,280,280003,782008,368003,280003,258006
280,280,280003,251005,293006,280003,145004
280,280,280003,263005,280003,222001,89002
280,280,280004,393001,162002,280004,389000
280,280,280004,228000,280004,638004,5000
280,280,280004,637007,280004,765001,266006
280,280,280004,777001,617005,280004,308003
280,280,280004,644007,280004,356001,621000
280,280,280004,390000,776005,280004,375001
280,280,280004,85006,228002,298007,280004
280,280,280004,760002,204004,280004,108005
280,280,280004,299005,281006,755004,280004
280,280,280004,692001,280004,20002,363002
280,280,280005,314000,280005,17000,12003
280,280,280005,280005,403002,287006,84003
280,280,280005,5001,13002,280005,288006
280,280,280005,279002,758001,280005,311006
280,280,280005,108002,782006,280005,666006
280,280,280005,285007,374003,280005,400003
280,280,280005,314002,280005,302006,84002
280,280,280005,272001,282002,268003,280005
280,280,280005,300002,754000,280005,272007
280,280,280005,668004,224003,280005,649004
280,280,280006,3002,111003,280006,85001
280,280,280006,108004,25001,280006,762005
280,280,280006,756001,402001,307003,280006
280,280,280006,399003,270005,278001,280006
280,280,280006,770000,772005,280006,108004
280,280,280006,280006,377002,282000,226000
280,280,280006,636007,146002,280006,747004
280,280,280006,180001,621005,267005,280006
280,280,280006,280006,313005,771000,141002
280,280,280006,377001,320008,280006,746004
280,280,280007,748000,280007,254005,83003
280,280,280007,769003,280007,620001,619002
280,280,280007,641000,172003,280007,213002
280,280,280007,86007,768002,644005,280007
280,280,280007,280007,307001,633001,320007
280,280,280007,417001,622005,202001,280007
280,280,280007,376002,301000,280007,205000
280,280,280007,625004,280007,159004,640006
280,280,280007,629004,280007,259007,610003
280,280,280007,7002,624003,280007,364000
281,281,281000,280001,299003,287002,281000
281,281,281000,85006,256005,629005,281000
281,281,281000,278005,281000,767004,298003
281,281,281000,281000,147007,14003,612002
281,281,281000,281000,293005,254001,297001
281,281,281000,261006,751005,281000,274006
281,281,281000,226003,744005,621000,281000
281,281,281000,281000,313002,356000,392003
281,281,281000,281000,772001,809005,510001
281,281,281000,281000,634006,746001,642002
281,281,281001,401003,281001,2002,668007
281,281,281001,80001,758003,281001,263003
281,281,281001,283006,299003,281001,313004
281,281,281001,206001,299001,201002,281001
281,281,281001,281001,271007,130000,279005
281,281,281001,5003,281001,632002,763007
281,281,281001,634007,159005,311001,281001
281,281,281001,759006,357002,281001,208004
281,281,281001,318001,200003,281001,172003
281,281,281001,211004,281001,510004,621000
281,281,281002,762004,281002,770006,779002
281,281,281002,770004,281002,285007,374001
281,281,281002,281002,639000,358003,95000
281,281,281002,666006,281002,111001,748000
281,281,281002,757005,257003,398002,281002
281,281,281002,646001,305006,145000,281002
281,281,281002,289001,281002,267002,627004
281,281,281002,305001,141002,281002,775002
281,281,281002,688000,634003,281002,254005
281,281,281002,258002,12003,250005,281002
281,281,281003,177001,138000,763001,281003
281,281,281003,280003,641005,281003,283000
281,281,281003,141002,168001,298004,281003
281,281,281003,281003,642001,319001,767001
281,281,281003,775002,168003,281003,276003
281,281,281003,133004,634000,281003,176000
281,281,281003,383001,281003,658005,205001
281,281,281003,108007,625001,281003,278006
281,281,281003,304006,412002,227000,281003
281,281,281003,212004,281003,388001,659006
281,281,281004,281004,159005,641005,145004
281,281,281004,364002,281004,782005,18002
281,281,281004,257000,281004,282006,303007
281,281,281004,262005,281004,299007,89004
281,281,281004,289005,376001,644006,281004
281,281,281004,393002,382000,630000,281004
281,281,281004,205000,16001,144004,281004
281,281,281004,281004,357003,367000,391003
281,281,281004,768002,281004,300004,749004
281,281,281004,620000,629004,281004,261001
281,281,281005,281005,18001,138007,745003
281,281,281005,281005,130000,622002,297003
281,281,281005,145004,281005,644007,363000
281,281,281005,281005,634004,139006,287006
281,281,281005,173003,396000,206007,281005
281,281,281005,276004,281005,371003,697003
281,281,281005,281005,110001,398003,646001
281,281,281005,781005,131004,273006,281005
281,281,281005,822003,281005,81000,754003
281,281,281005,642002,210001,638001,281005
281,281,281006,619004,278000,281006,212000
281,281,281006,281006,359001,357003,809007
281,281,281006,281006,226003,89007,658005
281,281,281006,649000,263007,667005,281006
281,281,281006,302000,637002,281006,628007
281,281,281006,257007,378002,281006,695002
281,281,281006,314006,311002,771002,281006
281,281,281006,206002,637007,250002,281006
281,281,281006,762006,281006,302000,174000
281,281,281006,281006,638001,364001,179001
281,281,281007,280000,281007,174002,225002
281,281,281007,263000,281007,380003,644000
281,281,281007,285005,264000,655003,281007
281,281,281007,173002,281007,373003,369002
281,281,281007,281007,302007,365001,618002
281,281,281007,256005,358003,281007,625004
281,281,281007,281007,22003,270002,617002
281,281,281007,379001,281007,297001,666005
281,281,281007,89000,366001,628002,281007
281,281,281007,361000,290001,776000,281007
282,282,282000,758004,145000,282000,309005
282,282,282000,282000,281006,212002,658003
282,282,282000,282000,355002,224003,408001
282,282,282000,756007,282000,745003,647000
282,282,282000,360002,282000,778003,780004
282,282,282000,282000,667007,620004,404000
282,282,282000,641001,282000,16002,145001
282,282,282000,140002,170000,747004,282000
282,282,282000,779002,266006,282000,761007
282,282,282000,270001,283007,277007,282000
282,282,282001,204002,782007,282001,135003
282,282,282001,282001,285005,408000,646003
282,282,282001,210004,282001,396003,369002
282,282,282001,142003,631007,212004,282001
282,282,282001,766002,691000,142006,282001
282,282,282001,297004,648006,282001,634003
282,282,282001,290007,747000,753001,282001
282,282,282001,158004,282001,23000,759004
282,282,282001,633004,259006,282001,280003
282,282,282001,628004,200002,282001,10002
282,282,282002,146002,646001,282002,298003
282,282,282002,282002,289006,108004,202003
282,282,282002,282002,391000,780005,80001
282,282,282002,642001,5002,139003,282002
282,282,282002,667003,282002,108004,772002
282,282,282002,84001,259002,356000,282002
282,282,282002,159004,758007,282002,292004
282,282,282002,19001,755005,282002,311003
282,282,282002,367003,356000,379001,282002
282,282,282002,131004,167000,282002,141005
282,282,282003,166001,644004,282003,276005
282,282,282003,619002,282003,662004,642004
282,282,282003,622002,282003,287002,318001
282,282,282003,282003,180001,136002,782006
282,282,282003,626000,364001,282003,640003
282,282,282003,282003,84007,318003,754004
282,282,282003,282003,252005,658003,661001
282,282,282003,668001,662000,227002,282003
282,282,282003,282003,375002,399003,405002
282,282,282003,254003,209004,282003,642004
282,282,282004,282004,284003,757006,747003
282,282,282004,282004,10002,630002,82000
282,282,282004,296004,762007,391000,282004
282,282,282004,647007,355003,111000,282004
282,282,282004,378003,282004,637002,201004
282,282,282004,282004,297000,688002,356000
282,282,282004,145000,661004,204000,282004
282,282,282004,160005,204001,747004,282004
282,282,282004,282004,202001,11002,292000
282,282,282004,134001,89009,2000,282004
282,282,282005,744001,282005,407000,620007
282,282,282005,286002,282005,320006,297001
282,282,282005,255006,282005,624006,306005
282,282,282005,265004,639006,275003,282005
282,282,282005,94001,315003,282005,374001
282,282,282005,110003,282005,656003,275002
282,282,282005,282005,307004,389000,766000
282,282,282005,282005,313003,5003,311001
282,282,282005,282005,319008,17000,630004
282,282,282005,178003,658003,365000,282005
282,282,282006,282006,407001,261007,630003
282,282,282006,282006,270001,394001,623001
282,282,282006,627005,626007,282006,275005
